ID,Manufacturer,Model,Category,Mileage,Gear box type,Doors,Wheel,Color,Interior color,VIN,Leather interior,Price,Customs
45607373,MERCEDES-BENZ,E 350,Sedan,237158 km,Automatic,4/5,Left wheel,Black,,WDDHF8JB5DA739855,1,50,1055
45656792,FORD,Escape,Jeep,242638 km,Automatic,4/5,Left wheel,Blue,,1FMCU49H58KC32428,1,Price negotiable,289
45504771,HONDA,FIT,Hatchback,58000 km,Automatic,4/5,Right-hand drive,Black,Black,,1,4250,1266
45716280,AUDI,A4,Cabriolet,200294 km,Manual,2/3,Left wheel,Black,Black,,0,2500,
42410887,CHEVROLET,Traverse,Jeep,116800 km,Tiptronic,4/5,Left wheel,Grey,White,,1,Price negotiable,1668
45789724,MERCEDES-BENZ,GLE 43 AMG,Jeep,22133 km,Automatic,4/5,Left wheel,Black,Black,4JGED6EB2KA140535,1,Price negotiable,1572
45769278,TOYOTA,Prius,Hatchback,19000 km,Automatic,4/5,Left wheel,Black,Brown,,0,Price negotiable,
45781254,NISSAN,Juke,Jeep,36702 km,Automatic,4/5,Left wheel,Black,Black,JN8AF5MV8GT650312,1,Price negotiable,730
45656784,FORD,Escape,Jeep,115893 km,Automatic,4/5,Left wheel,White,,1FMCU49H18KC97521,1,Price negotiable,289
45786947,MERCEDES-BENZ,E 350,Sedan,70000 km,Automatic,4/5,Left wheel,White,Black,,1,5000,1058
45607367,MERCEDES-BENZ,E 350,Sedan,95987 km,Automatic,4/5,Left wheel,Black,,WDDHF8JB1EB037866,1,Price negotiable,1053
45789711,MERCEDES-BENZ,GLE 43 AMG,Jeep,11490 km,Automatic,4/5,Left wheel,White,Black,4JGED6EB3KA144187,1,Price negotiable,1572
45716205,NISSAN,Stagea,Goods wagon,175000 km,Tiptronic,4/5,Right-hand drive,White,Grey,,0,Price negotiable,
45769274,MAZDA,1000,Jeep,80 km,Automatic,4/5,Left wheel,Black,Black,JM3KFACM8K1564513,1,Price negotiable,1325
45781244,NISSAN,Juke,Jeep,74157 km,Automatic,4/5,Left wheel,Grey,Black,JN8AF5MV8GT657826,1,Price negotiable,730
45656772,FORD,Escape,Jeep,63200 km,Automatic,4/5,Left wheel,White,,1FMCU4K34CKA94467,1,1900,781
45607351,MERCEDES-BENZ,E 350,Sedan,226331 km,Automatic,4/5,Left wheel,Silver,,WDDHF8JB1DA765661,1,Price negotiable,1055
45799363,HYUNDAI,Santa FE,Jeep,66558 km,Automatic,4/5,Left wheel,Black,Black,5NMZW4LA5JH059130,1,Price negotiable,1079
45789683,MERCEDES-BENZ,GLE 63 AMG,Jeep,58880 km,Automatic,4/5,Left wheel,Black,Black,4JGED7FB5JA104101,1,Price negotiable,2814
45716110,MERCEDES-BENZ,E 260,Sedan,300000 km,Automatic,4/5,Left wheel,Blue,Grey,,0,Price negotiable,
45769270,MAZDA,1000,Jeep,128330 km,Automatic,4/5,Left wheel,Blue,Black,JM3KE4BEXE0335971,1,Price negotiable,639
45781236,NISSAN,Juke,Jeep,60552 km,,4/5,Left wheel,White,,JN8AF5MV0HT752866,1,Price negotiable,87
45619554,LEXUS,ES 300,Sedan,83000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,Price negotiable,
45769265,MAZDA,1000,Sedan,142800 km,Automatic,4/5,Left wheel,Grey,Black,JM3KE2CY1F0482582,1,375,934
45607342,MERCEDES-BENZ,E 350,Sedan,331144 km,Automatic,4/5,Left wheel,Black,,WDDHF5KB2EA906655,1,9600,1053
45716040,MERCEDES-BENZ,Sprinter,Microbus,20000 km,Manual,4/5,Right-hand drive,White,Black,OTAR,0,6200,
45811703,VOLKSWAGEN,Tiguan,Jeep,114272 km,Automatic,4/5,Left wheel,Black,White,WVGAV3AX9EW100777,1,Price negotiable,639
45656761,FORD,Escape,Jeep,200717 km,Automatic,4/5,Left wheel,White,,1FMCU5K39BKA94193,1,Price negotiable,862
45780968,HONDA,Cr-v,Jeep,259296 km,Automatic,4/5,Left wheel,Black,Black,2HKRM3H79CH501491,1,Price negotiable,87
45799358,HYUNDAI,Santa FE,Jeep,128640 km,Automatic,4/5,Left wheel,Green,Beige,5XYZU3LB5EG126625,1,Price negotiable,749
45769261,LEXUS,GX 460,Jeep,144246 km,Automatic,4/5,Left wheel,,,JTJBM7FX2B5023325,1,Price negotiable,1514
45789579,BMW,X6,Jeep,89274 km,Automatic,4/5,Left wheel,Black,Black,5UXKU2C57G0N78847,1,Price negotiable,1292
45716051,FORD,Transit,Microbus,320000 km,Manual,4/5,Left wheel,Blue,Grey,,1,3700,
45663816,FORD,Escape,Jeep,0 km,Automatic,4/5,Left wheel,White,,1FMCU5K32AKD22226,1,200,1024
45780960,HONDA,Cr-v,Jeep,182955 km,Automatic,4/5,Left wheel,Green,,JHLRM4H78CC014268,1,Price negotiable,753
45607328,MERCEDES-BENZ,E 350,Sedan,205922 km,Automatic,4/5,Left wheel,Black,,WDBUF87X49B402962,1,20,1624
45799354,HYUNDAI,Santa FE,Jeep,62259 km,Automatic,4/5,Left wheel,Grey,Grey,5XYZU3LB4EG208507,1,Price negotiable,749
45789569,BMW,X6,Jeep,59693 km,Automatic,4/5,Left wheel,,,5UXKU2C57H0N84410,1,Price negotiable,2132
45715990,FORD,Focus,Sedan,28197 km,Automatic,4/5,Left wheel,Blue,Black,,0,4650,1079
45663790,FORD,Escape,Jeep,556654 km,Automatic,4/5,Left wheel,White,,1FMCU59H38KA54783,1,Price negotiable,289
45607309,MERCEDES-BENZ,E 350,Sedan,325811 km,Automatic,4/5,Left wheel,Black,,WDDHF9ABXBA314585,1,4200,1793
45769257,MAZDA,1000,Jeep,11566 km,Automatic,4/5,Left wheel,Black,Black,JM1DKFB76K1416155,1,150,1077
45780954,HONDA,Cr-v,Jeep,220994 km,Automatic,4/5,Left wheel,Brown,,3CZRM3H56CG705828,1,Price negotiable,87
45547655,MAZDA,Mazda 6,Sedan,152000 km,Tiptronic,4/5,Left wheel,Grey,Black,,0,8500,1091
45715959,LEXUS,GX 460,Jeep,65294 km,Automatic,4/5,Left wheel,Grey,Black,JTJBM7FXXG5137130,0,13600,1935
45589091,CHEVROLET,Volt,Hatchback,160488 km,Automatic,4/5,Left wheel,Red,,1G1RD6E41BU101739,1,1200,521
45789562,BMW,X6,Jeep,62400 km,Automatic,4/5,Left wheel,Red,,5UXKU6C54J0W38887,1,Price negotiable,2269
45658411,FORD,Escape,Sedan,160346 km,Automatic,4/5,Left wheel,Black,,1FMCU9GX1FUB09072,1,4150,629
45769253,MAZDA,CX-7,Sedan,192723 km,Automatic,4/5,Left wheel,White,Black,JM3ER2A59B0373503,1,Price negotiable,862
45780942,HONDA,Cr-v,Jeep,191134 km,Automatic,4/5,Left wheel,Blue,Grey,5J6RM4H39CL059952,1,Price negotiable,753
45799343,HYUNDAI,Santa FE,Jeep,96597 km,Automatic,4/5,Left wheel,Black,Black,5XYZUDLA6EG207856,1,Price negotiable,639
45588294,CHEVROLET,Volt,Jeep,4654 km,Automatic,,Left wheel,Grey,,1G1RA6S54JU117504,1,Price negotiable,400
45769249,LEXUS,GX 460,Jeep,229334 km,Automatic,4/5,Left wheel,Black,,JTJJM7FX4C5046702,1,16600,1363
45658394,FORD,Escape,Sedan,244464 km,Automatic,4/5,Left wheel,Grey,,1FMCU59H28KB06226,1,Price negotiable,289
45780934,HONDA,Cr-v,Jeep,111672 km,Automatic,4/5,Left wheel,Blue,Grey,JHLRM4H70CC013650,1,Price negotiable,753
45715939,CHEVROLET,Cruze,Sedan,188730 km,Automatic,4/5,Left wheel,Blue,,,0,3000,475
45789544,BMW,M6,Cabriolet,42475 km,Automatic,4/5,Left wheel,White,,WBSLZ9C51CC985662,1,Price negotiable,1308
45799340,HYUNDAI,Santa FE,Jeep,169158 km,Automatic,4/5,Left wheel,Silver,Grey,5XYZT3LB0FG257871,1,Price negotiable,900
44775630,NISSAN,Pathfinder,Jeep,170000 km,Automatic,4/5,Left wheel,Black,Black,5N1AR1NB4CC615336,1,8500,1197
45789537,BMW,M6,Sedan,75962 km,Automatic,4/5,Left wheel,Blue,Black,WBS6C9C51FD467824,1,Price negotiable,1578
45658382,FORD,Escape,Sedan,174926 km,Automatic,4/5,Left wheel,Grey,Black,1FMCU4K38AKB55199,1,250,1024
45588272,CHEVROLET,Volt,Jeep,138491 km,Automatic,4/5,Left wheel,Black,,1G1RD6E41EU124720,1,Price negotiable,259
45780925,HONDA,Cr-v,Jeep,138341 km,,4/5,Left wheel,Grey,,JHLRM3H70CC002853,1,Price negotiable,87
45715892,FORD,Transit,Microbus,247000 km,Manual,4/5,Left wheel,Beige,White,,0,4000,1528
45799337,MERCEDES-BENZ,C 300,Sedan,37238 km,Automatic,4/5,Left wheel,Silver,Black,55SWF4KB4GU135040,1,Price negotiable,891
45789529,BMW,M6,Sedan,39208 km,Automatic,4/5,Left wheel,Brown,Black,WBS6E9C5XGG437263,1,Price negotiable,1855
45780872,HONDA,Cr-v,Jeep,172546 km,Automatic,4/5,Left wheel,Silver,Black,2HKRM4H70DH617427,1,Price negotiable,87
45346986,NISSAN,Pathfinder,Jeep,264000 km,Automatic,4/5,Left wheel,Brown,Black,,1,3100,
45588251,CHEVROLET,Volt,Hatchback,240387 km,Automatic,4/5,Left wheel,White,,1G1RB6E47DU111202,1,Price negotiable,474
45172948,JEEP,Grand Cherokee special e,Jeep,363200 km,Automatic,4/5,Left wheel,Blue,Black,,1,3800,
45658368,FORD,Escape,Jeep,307114 km,Automatic,4/5,Left wheel,Grey,,1FMCU59HX8KE08945,1,Price negotiable,289
45769240,MAZDA,CX-7,Jeep,88414 km,Automatic,4/5,Left wheel,White,Black,JM3ER2C5XB0406022,1,Price negotiable,862
45789521,BMW,M6,Coupe,43434 km,Automatic,4/5,Left wheel,Black,Black,WBS6J9C32HD934837,1,Price negotiable,2132
45715843,BMW,318,Sedan,1234 km,Manual,4/5,Left wheel,Black,Black,,0,1600,
45799330,MERCEDES-BENZ,C 300,Sedan,79160 km,Automatic,4/5,Left wheel,Black,Black,55SWF4JB1GU150936,1,Price negotiable,891
45658350,FORD,Escape,Jeep,202899 km,Automatic,4/5,Left wheel,Blue,,1FMCU4K32AKC52513,1,575,1024
45787074,FORD,Fusion,Sedan,34000 km,Variator,4/5,Left wheel,Black,Black,,1,11800,431
45588240,CHEVROLET,Volt,Hatchback,182992 km,Automatic,4/5,Left wheel,,,1G1RD6E41CU103217,1,Price negotiable,475
45769236,FORD,Transit,Microbus,220000 km,Manual,4/5,Left wheel,Grey,Black,,0,4200,1408
45811696,VOLKSWAGEN,Tiguan,Jeep,72842 km,Automatic,4/5,Left wheel,Blue,White,WVGAV7AX0HK012364,1,Price negotiable,1017
45715720,TOYOTA,Corolla sprinter,Sedan,160000 km,Automatic,4/5,Right-hand drive,Green,Grey,,0,1200,
45658335,FORD,Escape,Jeep,115893 km,Automatic,4/5,Left wheel,White,,1FMCU49H18KC97521,1,Price negotiable,289
43272676,LEXUS,RX 450,Jeep,85000 km,Tiptronic,4/5,Left wheel,White,Brown,JTJBC1BA0D2438066,1,18000,
45787066,HYUNDAI,Sonata,Sedan,72000 km,Automatic,4/5,Left wheel,White,Beige,,1,9700,900
45769232,MAZDA,CX-7,Jeep,172910 km,Automatic,4/5,Left wheel,Black,Black,JM3ER2A56B0400947,1,Price negotiable,862
45788937,LAND ROVER,Discovery,Jeep,56312 km,Automatic,4/5,Left wheel,White,Black,SALRRBBV5HA040266,1,Price negotiable,1481
45588233,CHEVROLET,Volt,Hatchback,139091 km,Automatic,4/5,Left wheel,Brown,,1G1RD6E44EU141057,1,1100,259
45715810,MERCEDES-BENZ,E 350,Sedan,134400 km,Automatic,4/5,Left wheel,Black,Black,,1,6500,1850
45787062,MERCEDES-BENZ,S 420,Sedan,260000 km,Automatic,4/5,Left wheel,White,Black,,1,3500,
45658321,FORD,Escape,Jeep,354827 km,Automatic,4/5,Left wheel,Grey,,1FMCU59H38KB01407,1,Price negotiable,289
45799324,HYUNDAI,Santa FE,Jeep,156114 km,Automatic,4/5,Left wheel,Black,Black,5XYZW4LA2FG289435,1,Price negotiable,765
45769227,LEXUS,GX 470,Jeep,357246 km,Automatic,4/5,Left wheel,Grey,,JTJBM7FXXA5008215,1,12800,1811
45788929,LAND ROVER,Discovery,Jeep,27784 km,Automatic,4/5,Left wheel,,,SALRT2RV8JA050495,1,Price negotiable,1575
45588221,CHEVROLET,Volt,Hatchback,146557 km,Automatic,4/5,Left wheel,Silver,,1G1RD6E43CU105745,1,425,475
44295546,VOLKSWAGEN,Jetta,Sedan,12000 km,Tiptronic,4/5,Left wheel,Orange,Black,,1,Price negotiable,780
45656821,FORD,Escape,Sedan,160346 km,Automatic,4/5,Left wheel,Black,,1FMCU9GX1FUB09072,1,4150,629
45769222,MAZDA,CX-9,Jeep,59885 km,Automatic,4/5,Left wheel,Silver,Black,JM3TB2BV2F0469232,1,Price negotiable,1341
45700875,VOLKSWAGEN,Jetta,Sedan,68000 km,Tiptronic,4/5,Left wheel,Silver,Black,3VWD17AJ8EM364652,1,5300,585
45799320,MERCEDES-BENZ,C 300,Sedan,45931 km,Automatic,4/5,Left wheel,White,,55SWF4JB9GU149520,1,Price negotiable,891
45788917,LAND ROVER,Discovery,Jeep,46349 km,Automatic,4/5,Left wheel,Silver,Black,SALRG2RV0K2400606,1,Price negotiable,1572
45627446,LEXUS,CT 200h,Hatchback,174043 km,Automatic,4/5,Left wheel,White,,JTHKD5BH3D2169564,1,100,585
45715744,TOYOTA,Prius,Sedan,143000 km,Automatic,4/5,Left wheel,Silver,Black,,0,3200,
45769213,TOYOTA,Camry,Sedan,113000 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,6800,753
45656812,FORD,Escape,Sedan,116680 km,Automatic,4/5,Left wheel,Black,,1FMCU49349KC24570,1,125,1185
45787051,UAZ,31514,Jeep,0 km,Manual,4/5,Left wheel,Black,Black,,0,1700,
45715713,TOYOTA,Aqua,Hatchback,143000 km,Automatic,4/5,Right-hand drive,White,Grey,,0,Price negotiable,1552
45627426,LEXUS,CT 200h,Hatchback,168968 km,Automatic,4/5,Left wheel,Red,,JTHKD5BH1B2046634,1,Price negotiable,645
45799315,MERCEDES-BENZ,C 300,Sedan,25853 km,Automatic,4/5,Left wheel,Black,Black,55SWF4JB8GU132501,1,Price negotiable,891
45788909,LAND ROVER,Discovery,Jeep,34776 km,Automatic,4/5,Left wheel,White,Black,SALRG2RV2K2400588,1,Price negotiable,1572
45769215,MAZDA,CX-9,Sedan,154862 km,Automatic,4/5,Left wheel,Red,Black,JM3TCBDYXG0105615,1,1050,1091
45665249,FORD,Escape,Jeep,307114 km,Automatic,4/5,Left wheel,Grey,,1FMCU59HX8KE08945,1,Price negotiable,289
45787034,MERCEDES-BENZ,Sprinter VAN,Minivan,200000 km,Manual,4/5,Left wheel,Silver,Grey,,0,13600,
45715662,KIA,Optima,Sedan,200000 km,Automatic,4/5,Left wheel,Black,Grey,,0,4800,
45627412,LEXUS,CT 200h,Hatchback,248742 km,Automatic,4/5,Left wheel,Black,,JTHKD5BH1C2094684,1,225,586
45799311,MERCEDES-BENZ,C 300,Sedan,182586 km,Automatic,4/5,Left wheel,Blue,,55SWF4KB9GU125930,1,Price negotiable,891
45788898,LAND ROVER,Discovery,Jeep,10362 km,Automatic,4/5,Left wheel,Silver,Black,SALRR2RVXKA087550,1,Price negotiable,1572
45491317,NISSAN,Juke,Jeep,204800 km,Automatic,4/5,Left wheel,Red,Black,,1,6000,583
45787021,MERCEDES-BENZ,Sprinter,Microbus,160000 km,Manual,4/5,Left wheel,White,Black,,0,7700,694
45665205,FORD,Escape,Sedan,116680 km,Automatic,4/5,Left wheel,Black,,1FMCU49349KC24570,1,125,1185
45626750,LEXUS,CT 200h,Hatchback,72734 km,Automatic,4/5,Left wheel,Grey,,JTHKD5BH8E2185244,1,Price negotiable,308
45715623,BMW,X3,Jeep,54782 km,Automatic,4/5,Left wheel,White,Black,5UXTR9C55JLC75038,0,20000,1079
45799307,MERCEDES-BENZ,C 300,Sedan,104853 km,Automatic,4/5,Left wheel,White,Black,55SWF4JB5GU125800,1,Price negotiable,87
45788680,MERCEDES-BENZ,E 350,Sedan,130389 km,Automatic,4/5,Left wheel,Black,,WDDHF5GB0BA367215,1,Price negotiable,1172
45769207,MAZDA,CX-9,Jeep,22936 km,Automatic,4/5,Left wheel,Black,Black,JM3TCACY3J0231298,1,Price negotiable,1327
45787005,MERCEDES-BENZ,E 320,Sedan,0 km,Tiptronic,4/5,Left wheel,Brown,Black,,1,5000,
45665184,FORD,Escape,Jeep,388915 km,Automatic,4/5,Left wheel,Black,,1FMCU493X9KB19791,1,Price negotiable,1185
45626732,LEXUS,CT 200h,Hatchback,489576 km,Automatic,4/5,Left wheel,Red,,JTHKD5BH0D2155198,1,Price negotiable,585
45715597,JEEP,Grand Cherokee,Jeep,270000 km,Automatic,4/5,Left wheel,Grey,Black,,1,2500,
45799301,OPEL,Astra H,Sedan,196000 km,Manual,4/5,Left wheel,Silver,Black,,0,3100,922
45787897,HONDA,Odyssey,Jeep,198789 km,Automatic,4/5,Left wheel,Silver,Grey,5FNRL5H60EB099769,1,Price negotiable,1053
45769201,MAZDA,CX-9,Sedan,271904 km,Automatic,4/5,Left wheel,Silver,Black,JM3TB3CV0B0306965,1,225,1234
45717246,MITSUBISHI,Pajero,Jeep,319500 km,Automatic,2/3,Left wheel,Blue,Grey,JMY0RV230VJ000200,0,2500,
45626721,LEXUS,CT 200h,Hatchback,121264 km,Automatic,4/5,Left wheel,Black,,JTHKD5BHXE2200553,1,Price negotiable,308
45799297,HYUNDAI,Santa FE,Jeep,16990 km,Automatic,4/5,Left wheel,Black,Brown,5XYZU3LA9FG262183,1,Price negotiable,765
45715571,HONDA,FIT,Hatchback,121000 km,Automatic,4/5,Right-hand drive,Black,Grey,,0,Price negotiable,1266
45665151,FORD,Escape,Jeep,286760 km,Automatic,4/5,Left wheel,Silver,,1FMCU59379KB92901,1,Price negotiable,1185
45787887,HONDA,Odyssey,Jeep,138261 km,Automatic,4/5,Left wheel,Black,Grey,5FNRL5H43EB035627,1,Price negotiable,1053
45769198,MERCEDES-BENZ,E 350,Sedan,189530 km,Automatic,4/5,Left wheel,Black,,WDDHF8HB0AA226692,1,3950,1399
45437753,VOLKSWAGEN,Jetta,Sedan,86000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,4800,862
45626704,LEXUS,CT 200h,Hatchback,94949 km,Automatic,4/5,Left wheel,White,,JTHKD5BH4F2212408,1,Price negotiable,353
45665134,FORD,Escape,Jeep,366598 km,Automatic,4/5,Left wheel,White,,1FMCU593X9KC56266,1,625,1185
45786992,NISSAN,Versa,Hatchback,143000 km,Automatic,4/5,Left wheel,Black,Black,,1,3400,645
45799292,MERCEDES-BENZ,C 300,Sedan,79102 km,Automatic,4/5,Left wheel,Silver,,WDDWF4JB5GR166915,1,Price negotiable,891
45787656,HONDA,Civic,Sedan,121586 km,Automatic,4/5,Left wheel,White,,19XFB2F51DE039860,1,Price negotiable,585
45629962,FORD,Fusion,Sedan,100747 km,Automatic,4/5,Left wheel,Green,,3FA6P0PU3FR241788,1,850,382
45786987,OPEL,Combo,Goods wagon,0 km,Manual,4/5,Left wheel,White,Beige,,0,2000,1437
45637354,LEXUS,CT 200h,Hatchback,121264 km,Automatic,4/5,Left wheel,Black,,JTHKD5BHXE2200553,1,Price negotiable,308
45715548,VOLKSWAGEN,Jetta,Sedan,130080 km,Tiptronic,4/5,Left wheel,White,Black,3VWD17AJ1EM299935,1,4200,584
45799288,HYUNDAI,Santa FE,Jeep,140590 km,Automatic,4/5,Left wheel,Black,Grey,5XYZTDLB0FG279956,1,Price negotiable,900
45665113,FORD,Escape,Jeep,178854 km,Automatic,4/5,Left wheel,White,,1FMCU59339KC30284,1,175,1185
45787650,HONDA,Civic,Sedan,114706 km,Automatic,4/5,Left wheel,Grey,Grey,19XFB2F84DE258161,1,Price negotiable,585
45629950,FORD,Fusion,Sedan,145755 km,Automatic,4/5,Left wheel,White,,3FA6P0LU6FR253357,1,Price negotiable,382
45799284,HYUNDAI,Santa FE,Jeep,96597 km,Automatic,4/5,Left wheel,Black,Black,5XYZUDLA6EG207856,1,Price negotiable,639
45786980,HYUNDAI,Accent,Hatchback,214400 km,Tiptronic,4/5,Left wheel,Grey,Beige,,0,4700,531
45665096,FORD,Escape,Jeep,354827 km,Automatic,4/5,Left wheel,Grey,,1FMCU59H38KB01407,1,Price negotiable,289
45637350,LEXUS,CT 200h,Hatchback,174043 km,Automatic,4/5,Left wheel,White,,JTHKD5BH3D2169564,1,100,585
45715514,NISSAN,Leaf,Hatchback,43000 km,Automatic,4/5,Right-hand drive,Black,Grey,,0,Price negotiable,
45787642,HONDA,Civic,Sedan,108110 km,Automatic,4/5,Left wheel,Silver,Grey,19XFB2F58EE244111,1,Price negotiable,584
45629936,FORD,Fusion,Sedan,124493 km,Automatic,4/5,Left wheel,White,,3FA6P0LU9ER291468,1,100,333
45799282,MERCEDES-BENZ,C 300,Sedan,73261 km,Automatic,4/5,Left wheel,Black,Black,55SWF4JB6GU150186,1,Price negotiable,891
45715491,OPEL,Vectra,Sedan,126000 km,Manual,4/5,Left wheel,Blue,Black,,0,Price negotiable,
45637345,LEXUS,CT 200h,Hatchback,337488 km,Automatic,4/5,Left wheel,Black,,JTHKD5BH0B2001541,1,200,645
45663986,FORD,Escape,Sedan,84341 km,Automatic,4/5,Left wheel,Black,,1FMCU0G9XDUB63335,1,4500,640
45786960,FIAT,500,Coupe,50000 km,Tiptronic,2/3,Left wheel,Black,Black,,1,Price negotiable,
45811693,VOLKSWAGEN,Jetta,Sedan,13411 km,Automatic,4/5,Left wheel,White,White,3VWC57BU2KM177721,1,Price negotiable,780
45289853,SUZUKI,Kizashi,Sedan,92000 km,Manual,4/5,Left wheel,White,Beige,,0,4800,
45629911,FORD,Fusion,Sedan,350456 km,Automatic,4/5,Left wheel,Black,,3FA6P0UU1ER307550,1,Price negotiable,333
45637341,LEXUS,CT 200h,Hatchback,184768 km,Automatic,4/5,Left wheel,,,JTHKD5BH5B2029108,1,5000,645
45269143,TOYOTA,Vitz,Hatchback,95000 km,Automatic,4/5,Left wheel,White,Black,,0,4600,
45811687,VOLKSWAGEN,Jetta,Sedan,12747 km,Automatic,4/5,Left wheel,White,Black,3VWCB7BU7KM164214,1,Price negotiable,780
45799278,MERCEDES-BENZ,C 300,Sedan,63376 km,Automatic,4/5,Left wheel,Silver,Black,WDDWF4JB0GR151075,1,Price negotiable,87
45663956,FORD,Escape,Sedan,183376 km,Automatic,4/5,Left wheel,White,,1FMCU5K39AKB10178,1,150,1024
45745766,FORD,Transit,Microbus,25000 km,Manual,4/5,Left wheel,Black,Black,,0,Price negotiable,
45715444,BMW,325,Sedan,73000 km,Automatic,4/5,Left wheel,White,Black,,1,Price negotiable,1018
45811681,VOLKSWAGEN,Jetta,Sedan,119926 km,Automatic,4/5,Left wheel,White,Black,3VWLL7AJ4EM374097,1,Price negotiable,639
45629892,FORD,Fusion,Sedan,186048 km,Automatic,4/5,Left wheel,Black,,3FA6P0RU6ER303308,1,275,333
45663919,FORD,Escape,Sedan,388915 km,Automatic,4/5,Left wheel,Black,,1FMCU493X9KB19791,1,Price negotiable,1185
45606546,TOYOTA,Prius,Hatchback,193008 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU3A0091887,1,Price negotiable,761
45799273,MERCEDES-BENZ,C 300,Coupe,62214 km,Automatic,2/3,Left wheel,White,Brown,WDDWJ4KBXHF393971,1,Price negotiable,87
45715440,BMW,335,Sedan,129000 km,Automatic,4/5,Left wheel,White,Black,,1,Price negotiable,1888
45740542,SUBARU,Forester,Jeep,28000 km,Variator,4/5,Left wheel,Black,Black,,1,Price negotiable,777
45799268,MERCEDES-BENZ,C 300,Sedan,57139 km,Automatic,4/5,Left wheel,Silver,Black,WDDWJ4JB8HF334449,1,Price negotiable,1017
45629874,FORD,Fusion,Sedan,236837 km,Automatic,4/5,Left wheel,Black,,3FA6P0LU6ER259951,1,Price negotiable,333
45606533,TOYOTA,Prius,Hatchback,311512 km,Automatic,4/5,Left wheel,White,Black,JTDKB20U787738317,1,Price negotiable,843
45776844,MERCEDES-BENZ,ML 320,Jeep,0 km,Automatic,4/5,Left wheel,Black,Grey,,1,3189,
45663876,FORD,Escape,Jeep,307114 km,Automatic,4/5,Left wheel,Grey,,1FMCU59HX8KE08945,1,Price negotiable,289
45715435,FORD,Transit,Microbus,323670 km,Manual,2/3,Left wheel,Red,Grey,,0,2600,
45786897,VAZ,2105,Sedan,1000 km,Manual,4/5,Left wheel,Beige,Black,,0,Price negotiable,
45799263,MERCEDES-BENZ,C 300,Sedan,44026 km,Automatic,2/3,Left wheel,Black,Black,55SWF4KB8HU224272,1,Price negotiable,87
45629249,FORD,Fusion,Sedan,0 km,Automatic,4/5,Left wheel,Black,,3FA6P0LU1GR356168,1,Price negotiable,431
45606526,TOYOTA,Prius,Hatchback,435560 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU8C1512824,1,200,586
45715429,MERCEDES-BENZ,S 400,Sedan,69000 km,Automatic,4/5,Left wheel,Silver,Black,,1,Price negotiable,517
45663853,FORD,Escape,Jeep,757912 km,Automatic,4/5,Left wheel,White,,1FMCU4K34AKB44359,1,Price negotiable,1024
45811673,VOLKSWAGEN,Jetta,Sedan,128218 km,Automatic,4/5,Left wheel,Black,Black,3VW4S7AJ7EM214142,1,Price negotiable,639
45504593,FORD,Fusion Hybrid,Sedan,97000 km,Variator,4/5,Left wheel,Brown,Black,3FA6POLU8DR299401,0,6150,640
45291144,BMW,528,Sedan,105000 km,Tiptronic,4/5,Left wheel,White,Brown,,1,12500,640
45606475,TOYOTA,Prius,Sedan,291250 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU9B0253622,1,Price negotiable,645
45629227,FORD,Fusion,Sedan,168792 km,Automatic,4/5,Left wheel,White,,3FA6P0LU6DR232778,1,Price negotiable,640
45755436,MERCEDES-BENZ,C 250,Sedan,50000 km,Automatic,4/5,Left wheel,Silver,Black,,0,Price negotiable,1347
45715424,CHEVROLET,Cruze,Sedan,120000 km,Tiptronic,4/5,Left wheel,Black,Black,,0,4600,475
45811667,VOLKSWAGEN,Jetta,Sedan,6933 km,Automatic,4/5,Left wheel,White,Black,3VWC57BU2KM210913,1,Price negotiable,780
45667876,SUBARU,Forester,Jeep,137789 km,Automatic,4/5,Right-hand drive,Black,Black,,0,2200,
45715420,MERCEDES-BENZ,G 320,Jeep,200000 km,Automatic,2/3,Left wheel,Black,Black,,1,Price negotiable,2638
45799255,MERCEDES-BENZ,C 300,Coupe,21469 km,Automatic,4/5,Left wheel,Black,,WDDWJ4KB4HF470351,1,Price negotiable,1017
45629200,FORD,Fusion,Sedan,100747 km,Automatic,4/5,Left wheel,Green,,3FA6P0PU3FR241788,1,850,382
45755433,HYUNDAI,Sonata,Sedan,68728 km,Automatic,4/5,Left wheel,Red,Grey,,0,4200,900
45606454,TOYOTA,Prius,Sedan,197750 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU5A5199429,1,Price negotiable,761
45811661,VOLKSWAGEN,Jetta,Sedan,40294 km,Automatic,4/5,Left wheel,White,Black,3VWL17AJ1HM265655,1,Price negotiable,924
45786855,TOYOTA,Highlander,Jeep,70000 km,Automatic,4/5,Left wheel,Silver,Grey,,1,Price negotiable,1053
45715412,MERCEDES-BENZ,G 500,Jeep,142000 km,Automatic,4/5,Left wheel,Black,Black,,1,Price negotiable,3571
45799250,MERCEDES-BENZ,C 300,Cabriolet,28307 km,Automatic,2/3,Left wheel,White,White,WDDWK4JB8JF681802,1,Price negotiable,87
